Time,Heart Rate
769.073,1.439
769.728,1.45678
770.407,1.47177
771.117,1.48097
771.829,1.48199
772.515,1.47523
773.181,1.46268
773.837,1.44664
774.496,1.42951
775.173,1.41382
775.882,1.40234
776.61,1.39792
777.315,1.40144
777.995,1.41137
778.661,1.42552
779.324,1.44161
779.999,1.45721
780.702,1.46975
781.436,1.4764
782.162,1.4754
782.86,1.46766
783.54,1.4552
784.213,1.44028
784.895,1.42518
785.6,1.41235
786.34,1.40448
787.081,1.40378
787.793,1.40989
788.483,1.42094
789.164,1.43479
789.85,1.4492
790.558,1.46182
791.3,1.4701
792.054,1.4717
792.781,1.46661
793.485,1.45653
794.177,1.44358
794.873,1.42992
795.59,1.41782
796.342,1.40972
797.107,1.40794
797.843,1.41262
798.556,1.42212
799.256,1.43438
799.96,1.44729
800.685,1.45865
801.446,1.46606
802.221,1.46738
802.967,1.46256
803.689,1.45327
804.4,1.44152
805.117,1.42938
805.857,1.41898
806.634,1.41267
807.416,1.41237
808.166,1.41775
808.895,1.4271
809.614,1.43844
810.342,1.44976
811.097,1.45892
811.89,1.46367
812.676,1.46251
813.431,1.45626
814.167,1.4467
814.898,1.43578
815.644,1.42548
816.423,1.4179
817.231,1.4152
818.016,1.4181
818.772,1.42534
819.513,1.43508
820.256,1.4454
821.021,1.45436
821.825,1.45985
822.64,1.46011
823.422,1.45537
824.182,1.44723
824.932,1.43753
825.694,1.42815
826.489,1.42104
827.318,1.41822
828.127,1.42058
828.905,1.42698
829.667,1.43571
830.43,1.44493
831.217,1.4528
832.044,1.45736
832.879,1.45705
833.679,1.45229
834.457,1.44465
835.229,1.43591
836.016,1.42782
836.841,1.42226
837.692,1.421
838.513,1.42434
839.307,1.43094
840.088,1.43909
840.878,1.44707
841.7,1.4531
842.561,1.45538
843.403,1.45312
844.213,1.44741
845.007,1.43986
845.805,1.43216
846.631,1.42602
847.499,1.4232
848.359,1.42473
849.183,1.42978
849.988,1.4368
850.794,1.44414
851.626,1.45015
852.501,1.45313
853.376,1.45194
854.214,1.44731
855.031,1.44071
855.849,1.43376
856.692,1.42806
857.578,1.42524
858.465,1.42641
859.313,1.43086
860.141,1.43715
860.969,1.4437
861.824,1.44895
862.724,1.45132
863.62,1.44988
864.477,1.44541
865.316,1.43935
866.158,1.43324
867.032,1.42859
867.949,1.4269
868.849,1.42885
869.713,1.43348
870.562,1.43933
871.419,1.44494
872.313,1.44881
873.245,1.44956
874.147,1.44695
875.018,1.44212
875.879,1.43651
876.756,1.43155
877.677,1.42868
878.619,1.42906
879.52,1.43239
880.396,1.43737
881.271,1.44261
882.173,1.44671
883.123,1.4483
884.063,1.44669
884.963,1.44273
885.849,1.43775
886.744,1.43311
887.68,1.43017
888.65,1.43011
889.58,1.43286
890.483,1.43726
891.381,1.44196
892.305,1.44566
893.28,1.44706
894.245,1.44554
895.169,1.4419
896.078,1.43742
897.001,1.4334
897.968,1.43108
898.961,1.4315
899.91,1.43433
900.834,1.43843
901.76,1.44252
902.722,1.44536
903.73,1.44582
904.706,1.44372
905.648,1.44006
906.583,1.43608
907.545,1.43298
908.559,1.43191
909.56,1.4334
910.52,1.43664
911.467,1.44044
912.432,1.44362
913.449,1.44503
914.474,1.444
915.451,1.44112
916.412,1.43753
917.386,1.4344
918.409,1.43282
919.452,1.43357
920.445,1.43619
921.42,1.43957
922.404,1.44259
923.436,1.44417
924.494,1.44352
925.503,1.44108
926.491,1.43788
927.488,1.43503
928.535,1.43358
929.606,1.43426
930.627,1.43663
931.628,1.43966
932.64,1.44229
933.704,1.4435
934.786,1.44266
935.818,1.4403
936.832,1.43742
937.863,1.43508
938.948,1.43421
940.038,1.4353
941.078,1.4377
942.105,1.44039
943.158,1.44239
944.267,1.44281
945.359,1.44141
946.407,1.43898
947.452,1.43652
948.532,1.43496
949.663,1.43509
950.753,1.4368
951.81,1.43921
952.875,1.44135
953.989,1.44234
955.131,1.44162
956.218,1.43966
957.289,1.43737
958.381,1.43568
959.534,1.43538
960.669,1.43666
961.758,1.43875
962.848,1.44076
963.98,1.44184
965.156,1.44137
966.278,1.43968
967.378,1.43763
968.498,1.43609
969.679,1.43581
970.845,1.43697
971.964,1.43886
973.085,1.44062
974.252,1.44146
975.457,1.44087
976.604,1.43925
977.734,1.43745
978.894,1.43626
980.115,1.43634
981.297,1.43762
982.443,1.43935
983.603,1.44073
984.824,1.44106
986.042,1.44011
987.207,1.43852
988.375,1.43705
989.594,1.43645
990.843,1.4371
992.03,1.43853
993.21,1.44
994.43,1.44077
995.701,1.44037
996.913,1.43908
998.106,1.43765
999.333,1.4368
1000,1.43677
