timestamp,value1,value2,value3
0.0,93.0,5.656529516994633,1.2250995228698414
0.16669419699674737,92.90313449137288,5.65651956029723,1.1977146260411167
0.5832001387580001,91.93425364677093,5.656135765331656,1.1336323837392697
1.136444116743299,89.61011651490864,5.653961181481123,1.0689587248766947
1.8234193768165308,86.36640838655747,5.647723198238353,1.0329180126323276
2.664228378266433,83.61228449345104,5.635479265203653,1.047257821914085
3.582334096588779,82.9873905130622,5.619605706247052,1.096994453305571
4.0,83.36846904859564,5.612568220196336,1.1191801104379144
4.940260369666482,84.99602556866014,5.598687427777173,1.1630851458172409
5.790449243402189,87.23078249495525,5.589447916779407,1.2160496865181882
7.026349629651886,91.5075868097518,5.583777004641316,1.2823716695574656
8.0,94.05607129347341,5.585768728460238,1.277355498165252
9.326908586271346,93.8973316134581,5.591774443033452,1.1993548310904276
10.530021359937829,90.6825149508747,5.592874350823932,1.1172853619364311
11.988877045460274,85.71450040592853,5.582901091475775,1.0541809570386693
12.0,85.68057318059493,5.582776770030447,1.0539758244913338
12.111229545397258,85.34882343509287,5.581498336671763,1.052214144808088
12.569506785897032,84.15530603291872,5.575617771782813,1.0507737118402143
13.26699386117194,83.04995644779471,5.565294737640863,1.0673378865788745
14.039915007202016,83.08638993808529,5.553309647503379,1.1093699370268002
14.976712107766547,84.93146248122225,5.540699566209397,1.1789258102163727
16.0,88.44719205168808,5.532429074853687,1.2484409176591402
17.208765135908216,92.57014790501235,5.531700189468387,1.283331876565978
18.590629746740465,94.49457193768252,5.538967057190572,1.2453438558693772
19.9776953295289,92.29087936317056,5.545565527767948,1.1506632654365352
20.0,92.22597402530943,5.545609834195117,1.148992517885629
20.22304670471101,91.5385282250913,5.545899915479516,1.132469931706256
20.79837431602625,89.52339469259698,5.545240062529128,1.0934755491384267
21.55403019869509,86.73089483366546,5.541047166482058,1.0579213302211228
22.484120533745045,83.96193654719418,5.531178678958647,1.0490133033502698
23.542805776461318,82.78599945684412,5.5163118565133376,1.0858091274780823
24.0,83.06776842148103,5.509806608054422,1.1138162612831963
24.989139529913775,85.19381117523554,5.497987538747642,1.1870896882929118
25.85310975184921,88.22221065544608,5.492143971581083,1.2470630661774906
27.038587779465978,92.4377857266785,5.492422292792887,1.286981045312447
28.292091269702297,94.61473849774433,5.500340866435997,1.258024536156383
29.63841487978741,93.03373422065283,5.509347420511984,1.1690994993068256
31.03418415354226,88.27318492679015,5.509860327456847,1.0739723543344175
32.535246688032444,83.55152125249818,5.496586599535957,1.0493481130554
34.19283060640065,83.38397943567574,5.474490138414147,1.1339045036984927
35.73343035869328,88.12983159777252,5.462043668158128,1.2477496286099914
37.40866434331274,93.73005675931098,5.46624790259346,1.2869812659658204
39.15576179101874,93.97381236897871,5.480590413380817,1.1987434501031546
40.84032831156934,88.62798754748508,5.485014673939405,1.0775950133815715
42.572004822651564,83.19622704843205,5.470721997819057,1.0505428549658975
44.42178890601062,84.01475934066359,5.447512633885147,1.1593874236337103
46.10782782576038,89.99948687138408,5.439271305109169,1.2743493491254585
47.91371638826517,94.73071085847846,5.450390457203608,1.2705638176795502
49.78252417205023,92.16075185266915,5.465355849283144,1.1424485526329309
51.513962960510376,85.67407533759851,5.462483841587644,1.045885959514063
53.336562846813116,82.46733246450461,5.44177870784567,1.087501243878917
55.12827325218517,86.54197641723245,5.4242065905288985,1.223608961833383
56.89001844856569,93.11955461434754,5.426782991839845,1.2950341092229176
58.73564497221489,94.52347794675983,5.444261939827016,1.216550861034908
60.50668818722412,89.14468954950591,5.452804059014559,1.0825615773018002
62.2925381792431,83.13538500158847,5.440504582611475,1.0447991664713288
64.18135203811175,83.75385052125512,5.4177441948149605,1.156519427630431
65.8932420779436,90.00470955592507,5.4104207113628116,1.2781131311628018
67.72429073822774,94.9595068178089,5.4237346699505204,1.2739730951543868
69.6068111499411,92.19138428613834,5.440814569193595,1.1396635985507155
71.3466653537376,85.4346903062729,5.438819454550855,1.0410900424918859
73.17690916246242,82.25981654925745,5.41845702837075,1.0876345537548906
74.95890579139717,86.59012995719041,5.401934155050631,1.2284312641374282
76.72537027880446,93.38996779783923,5.406248374932736,1.2997962672112064
78.564817763998,94.68523687594445,5.425559209349573,1.2162628222802792
80.32661068115763,89.07458441999822,5.435172974396937,1.0784017992905657
82.1094989904655,82.89838700754986,5.423266464228379,1.0410442086496188
83.98893667382936,83.59183754922493,5.400839577518728,1.1568631208673172
85.69196815631324,90.0441933876198,5.3941983764127075,1.282308633654691
87.51493978313734,95.17657616591497,5.408786534948095,1.2784228689905701
89.3859606360643,92.39735138129306,5.427349191523045,1.1407984817922412
91.11788627362218,85.42996851198718,5.426397977464988,1.0372959447136734
92.93316564689586,82.00714947503249,5.406425339998102,1.0818046171338043
94.7077430086519,86.28977539662858,5.3896318792852815,1.2264150208633988
96.46296731662152,93.3597649319232,5.3939637457245775,1.3048943807725129
98.2830882694693,95.03287145939133,5.414266648317685,1.2248994175669357
100.04011511486031,89.48213286293547,5.425755844528236,1.081408376717645
101.81040993177118,82.9145724464433,5.415190254388865,1.0341634503783272
103.66182114971082,83.0565220663561,5.392647520157174,1.1447644357591564
105.35701537116024,89.47306865064306,5.384579290319378,1.2794399136705452
107.16163860627495,95.24048680517582,5.398585575179816,1.2897824859587619
109.02603661590169,93.11198476865998,5.419093496293974,1.1546903593741031
110.74448272504986,86.03476521871104,5.420833526688581,1.0376884324150955
112.54101111872426,81.7462980202419,5.402010731544082,1.0659041201287827
114.33576067773778,85.4617313877139,5.3832568494814526,1.2130906600921696
116.0646794392164,92.81597041309652,5.3854500074814675,1.3088822364407422
117.86701944472037,95.52794863467966,5.405901111900214,1.2444737426239936
119.63309341568404,90.46867495349572,5.420511681707751,1.0947178489898535
121.38554071259178,83.3320366482443,5.412812492085762,1.0258604547392651
123.19225816280823,82.23060191577146,5.390316278172808,1.1191022611668244
124.88875917266266,88.20955474954728,5.378826741479428,1.265843478876814
126.6677437870119,94.94687812653555,5.390111418775183,1.3053056272117327
128.49888597654927,94.32863932986889,5.412336516216753,1.18542348311995
130.21055079974315,87.47376312739398,5.418942544309963,1.0481422338841648
131.98400573079067,81.75936979096866,5.403070555639772,1.0421680030512324
133.83323192335124,84.12152687959741,5.381071135137838,1.1852732010581375
135.51931103302408,91.49975513686124,5.3788300651903205,1.3059542540651854
137.3193011966138,95.91920261393936,5.39798071915903,1.2728600905730838
139.11884007794546,91.9603722436925,5.416752002868396,1.1205540205766071
140.84602997382063,84.35570520613317,5.413728897076239,1.0214085122689862
142.6194277540897,81.46290603725204,5.392115332515968,1.0849090238826844
144.33585367709892,86.45645838019782,5.376068888090261,1.239841557122121
146.0832812060383,94.07325203340434,5.382634353874522,1.3176059360475219
147.86167315375846,95.56582488625999,5.405160402960782,1.227174852610147
149.58601791892485,89.53816183478746,5.417857059447186,1.0729929882552207
151.33476411583482,82.41348208232543,5.407061063875639,1.0213276054946225
